t,f,solution,step
3.4781601428985596,-583.3231731643984,0,999
4.100509881973267,-308.9230976990811,1,1998
7.6701483726501465,-303.56715359013543,3,8252
8.668123960494995,-74.11648601368505,4,9877
16.30934453010559,-63.74975176357551,5,22436
30.054173231124878,198.84296215276171,6,45859
71.37084579467773,290.11837981185545,7,112281
105.47611260414124,542.4750142456835,9,167874
299.9949848651886,566.2867679958409,20,473718
323.5477087497711,827.3390143281331,22,512637
404.55371856689453,1072.8096987065762,30,636211
444.5090522766113,1236.524072380384,31,699412
596.7312550544739,1358.9656905798483,59,936704
689.1536445617676,1452.7786213304764,97,1086559
795.6072006225586,1503.2370953850586,138,1253333
855.530243396759,1577.9715235173837,186,1352740
875.2669069766998,1598.0366057480064,202,1385870
998.3189327716827,1700.2648859041137,304,1586050
1125.4371967315674,1700.2648859041137,421,1794291
