t,f,solution,step
5.459627866744995,-2985.8978747344063,0,999
5.571946144104004,-144.52512701612386,1,1050
5.666872501373291,-136.94290623463831,2,1088
5.725720405578613,-44.35798530467751,3,1102
6.337911605834961,-28.49237704251565,6,1516
8.650855779647827,-25.359296222235965,16,2891
10.782814025878906,-24.62539268834663,28,4322
11.579546451568604,-20.082093783945346,39,4652
30.518467664718628,-19.39469117511889,113,17966
40.950013637542725,-17.863540838543383,162,25471
107.90820837020874,-12.880771317030973,352,75229
400.5865406990051,-10.483730874527978,1367,226783
767.9707114696503,-10.483730874527978,3001,392471
