t,f,solution,step
2.9744441509246826,-3.8832321967814165,0,7
3.067782163619995,-3.385650548898708,2,31
3.142895221710205,-2.6141546440648034,4,44
3.331881523132324,-2.369714913085459,9,108
3.420703887939453,2.684297432790621,11,135
3.88627028465271,33.44045789162761,22,338
9.932313442230225,95.88638904465708,161,2945
10.681989192962646,116.75271076879078,183,3280
12.100760698318481,162.9858770452571,204,3691
15.386059761047363,329.19987026902584,276,5574
20.724894523620605,388.624023187737,355,8938
29.742513418197632,573.0123293595213,469,14476
31.818284511566162,1035.5273822497875,487,16615
41.08452391624451,1045.1150352911602,587,24503
69.20263719558716,1056.1305165644624,829,50213
504.1752498149872,1083.6925102018024,3444,503769
892.6463515758514,1085.5420675972846,4623,959953
926.7785663604736,1130.7960829329513,4702,1001343
1235.8633811473846,1154.2111093568915,5343,1369957
1250.600396156311,1154.2111093568915,5374,1388378
