t,f,solution,step
1.003258228302002,-1286.4982547676595,0,199
2.0150156021118164,-1260.4852526402963,7,1592
2.2756824493408203,-1252.502757110581,9,1990
2.4100770950317383,-948.5506913947014,10,2189
2.914949893951416,-948.5146357921923,14,2985
5.812173843383789,-906.2633302588287,38,7761
17.495625734329224,-847.4445542346361,130,26069
18.67773127555847,-788.1956337418824,140,28059
24.96522808074951,-724.6600156511519,191,38208
40.462554693222046,-710.1655410222636,307,61292
111.46798944473267,-630.7897418432367,876,174523
250.08640551567078,-630.7897418432367,1968,391632
