t,f,solution,step
2.9695417881011963,5.069293412469053,0,5
3.130772590637207,36.269648368947166,4,59
4.2209508419036865,39.071886820736495,38,362
4.380929231643677,74.73304992408167,42,424
5.31782865524292,268.25332244649064,66,822
84.92945194244385,269.329048317311,1598,38524
89.51171326637268,1017.5756142222904,1675,41851
169.49981594085693,1027.1059921893782,2793,96305
203.25915622711182,1027.711278385128,3089,124719
213.28190875053406,1028.6146389817102,3151,135481
259.1586871147156,1056.9010534207891,3479,178906
399.99463987350464,1077.93362087632,4154,326144
875.1250936985016,1077.93362087632,5322,854609
