t,f,solution,step
2.9318771362304688,-11.163758608257261,0,8
2.9734723567962646,-1.4158594116291296,1,15
3.1159565448760986,2.7022328537904032,5,47
5.0061492919921875,39.79050107651734,59,720
7.432712554931641,77.83284838236577,112,1511
12.42079210281372,356.2913948900205,216,3794
21.728814125061035,408.5391976721716,393,9388
24.71545171737671,512.3658434702841,400,10208
26.332908630371094,775.5645617291775,427,11455
90.76750421524048,950.841875264887,1024,69705
167.3334035873413,994.8625161550199,1552,146141
276.71041083335876,996.4734233565267,2191,255117
289.1444408893585,1032.4960495910395,2259,268411
351.90705943107605,1051.1043374782314,2602,332431
434.1520485877991,1052.779913942486,3022,420366
490.19547176361084,1065.9565910800347,3244,479618
617.1798937320709,1072.1362766276752,3634,625116
714.2058160305023,1078.8328134440476,3891,740524
843.8732841014862,1146.9421191212562,4202,888050
1250.6924543380737,1146.9421191212562,5087,1371540
