t,f,solution,step
2.732703685760498,18.236416936908896,0,1
2.772331953048706,64.22382852142763,1,7
2.8765172958374023,64.38244278101077,5,20
3.1473820209503174,73.8406035813077,12,42
4.384108781814575,73.87325015025613,45,119
7.671859502792358,73.91672978520243,149,340
10.434081792831421,83.31402035398703,237,549
14.128247022628784,92.51800910916651,332,757
18.622327089309692,110.03278508001837,484,1091
24.837966918945312,119.94930929199347,664,1493
39.59248733520508,120.29165961392357,1092,2672
53.313411712646484,129.24740416703725,1453,3902
80.99553489685059,155.73985040477447,2183,7143
111.92357921600342,157.22149744682045,3022,11377
124.36736154556274,202.68187446205795,3326,13036
141.37749361991882,211.13824244986972,3809,15830
148.2543170452118,248.64030228941067,4009,17049
200.0177264213562,248.64030228941067,5341,24996
