t,f,solution,step
4.067289113998413,-577.3606835654857,0,200
4.2843170166015625,-419.2389488909492,1,357
4.361215829849243,-119.84226674053244,2,391
4.644577980041504,-51.97546516117056,4,487
5.073631763458252,-41.65914255846664,5,718
5.670655965805054,-33.37638673112266,9,1086
5.984800577163696,-20.653482721174818,10,1305
10.276084661483765,-17.86277131104654,35,3805
64.84730219841003,-13.485823474258666,266,24327
116.39312505722046,-11.863385420840858,493,42029
751.4553954601288,-11.863385420840858,3783,209565
