t,f,solution,step
3.4269187450408936,-593.9972285799984,0,999
4.067102670669556,-440.55358512942126,1,1998
9.609093189239502,-268.5397576597504,4,11554
16.511720657348633,-190.9488602290104,6,22430
35.17184019088745,-120.16033939042842,7,50648
50.58942723274231,-67.74291633802241,9,72376
52.805137395858765,231.5638949650473,10,75781
63.60816740989685,624.244356081621,11,91753
168.27387309074402,833.6297778167857,12,231828
248.8237521648407,978.2222027128865,14,341828
346.45619535446167,983.4248318228274,15,471172
422.5007221698761,1117.3858655102642,20,573420
430.8306510448456,1186.4808409127688,21,584065
466.67742371559143,1229.0405665463452,25,635116
504.25494480133057,1231.8378941023107,33,686919
510.0358409881592,1246.6957225792416,35,695965
517.1225183010101,1467.5392046933114,39,705740
585.5316934585571,1585.1434448874163,56,807929
615.4959688186646,1661.9680982653554,62,851166
702.8990817070007,1694.441616265616,85,986049
724.9052977561951,1709.2137138674498,93,1018499
783.1894309520721,1813.194881102806,123,1110238
1125.8806295394897,1813.194881102806,401,1649405
