t,f,solution,step
3.9554622173309326,-428.68013203458526,0,999
5.500418424606323,9.941843499482724,1,3370
36.849414110183716,175.8606547234767,2,37407
138.19115257263184,186.53191506221896,3,118190
291.7386507987976,393.57398444860974,4,259991
306.0745096206665,1002.3547017597909,5,275932
316.66877698898315,1027.9632296286552,6,285390
411.1886739730835,1401.6697227992274,8,381086
451.1144371032715,1665.7857954196215,9,426947
461.9317932128906,1789.244242514426,10,437404
840.6904006004333,1941.913010621301,12,875074
900.2084078788757,2104.777955877578,14,951635
994.3081865310669,2117.977637710812,17,1061555
1012.9088151454926,2290.8236686950963,18,1085480
1125.1648616790771,2290.8236686950963,20,1234175
