t,f,solution,step
1.137099266052246,-1736.0047580859082,0,199
1.2703721523284912,-1433.3075418840504,1,398
2.003880262374878,-1374.789421570267,6,1393
2.1166934967041016,-1332.523750333545,7,1592
2.235565662384033,-950.4907098622828,8,1791
5.3225038051605225,-944.1497630390224,33,6766
7.709152460098267,-770.330159546566,52,10547
43.504435777664185,-723.3802534372401,331,66068
46.238285064697266,-1.2016596774339685,353,70446
149.96411228179932,-0.7282697605692608,1162,231437
250.130717754364,-0.7282697605692608,1943,386657
