t,f,solution,step
3.1507811546325684,-7.7455903599815255,0,14
3.37956166267395,28.66747344871725,3,140
8.696169376373291,67.93301365656298,131,2437
13.391183853149414,91.28456488852336,234,4530
15.004475593566895,140.67613558337098,266,5522
18.097787141799927,209.4733739794261,316,7167
18.277836799621582,282.0095416187002,317,7335
19.87312912940979,402.5592909617138,348,8334
21.778544425964355,530.9086411159994,376,10032
42.372822523117065,915.4786199818933,600,26079
80.07679748535156,930.5513318291345,923,60852
87.25385737419128,989.0872486678742,970,68477
105.30289888381958,1032.2699515329016,1092,87115
112.49872756004333,1072.2496811493486,1120,93055
360.6187963485718,1113.194817873473,2701,344046
876.6785509586334,1150.5110088767215,4499,927611
1250.4248938560486,1150.5110088767215,5266,1375368
