t,f,solution,step
2.6177825927734375,3.3190776952809076,0,7
2.6593523025512695,8.480841448491436,1,16
2.957904815673828,11.08879105341708,11,100
3.273395299911499,35.34566794457562,22,192
3.418858051300049,107.61993262795617,25,291
3.7565653324127197,159.79292231986236,31,515
11.602609395980835,1005.8187408907298,205,3983
60.69161868095398,1019.7727933169002,1191,27195
86.1078233718872,1022.5691183972389,1608,43030
158.79141354560852,1028.7724858637675,2527,96802
365.06843614578247,1030.3056115889553,4153,295625
369.37112307548523,1030.5496341301255,4177,300470
647.7897734642029,1040.636289362841,5239,615957
875.0926868915558,1040.636289362841,5899,885877
