t,f,solution,step
0.9931986331939697,-1747.4499453960732,0,199
1.1119384765625,-1739.5120893076132,1,398
1.37070894241333,-1457.553611989068,2,597
1.4851963520050049,-1378.9943445754354,3,796
1.5881097316741943,-1159.8561040002953,4,995
2.279052257537842,-1066.6428612707018,9,2231
4.638901710510254,-951.5368092300621,16,6163
15.480731725692749,-934.3195880635969,29,21304
17.24561357498169,-861.9551412243511,31,24029
32.74646544456482,-836.43564318792,44,44246
37.7248592376709,-782.286380222003,49,50666
47.24685096740723,-741.9287730352477,50,63019
60.70572638511658,-717.2790928703644,54,80661
62.61349844932556,-618.6324722133384,59,83453
174.7918782234192,-1.3157597730423067,60,179397
238.80236792564392,-0.505823296052864,61,235143
250.01689410209656,-0.505823296052864,63,244588
