t,f,solution,step
3.5344173908233643,-6.112553352963093,0,999
4.434124231338501,18.631165021658177,1,2407
5.447991371154785,24.50626588343519,2,3865
8.675976753234863,26.834578967211893,3,8499
13.820703506469727,31.649262225402715,4,15797
18.02222776412964,34.64752032428513,5,21881
18.696645259857178,40.00750295011611,6,22880
45.343605041503906,165.0989978032519,7,60247
350.03217816352844,168.38271250275307,9,484576
508.7446084022522,177.785265614034,10,707535
739.5005400180817,236.9523103466508,12,1042336
741.7028584480286,252.79635402141417,13,1045732
823.7703759670258,254.2426282436377,15,1163182
837.6314055919647,268.370022033116,16,1183729
894.5338926315308,282.909776973714,19,1266269
942.1549439430237,320.52690461561707,21,1336005
974.3923966884613,325.20456894435597,24,1383025
1073.8784687519073,329.6592795522616,34,1533256
1349.4495596885681,342.08285550737537,100,1960670
1375.5333273410797,342.08285550737537,106,1999549
