t,f,solution,step
5.40358829498291,-2890.8697754319533,0,999
5.475876092910767,-34.90445599455965,1,1010
6.075069904327393,-27.876073003966454,2,1529
6.939346790313721,-26.927420559972504,7,2109
10.762944221496582,-26.423581869678095,25,4546
12.75977349281311,-25.798322950099134,40,5726
14.664430618286133,-23.777210416508495,49,7177
23.474469661712646,-23.403389363453492,88,11548
44.311089515686035,-19.098823765794403,121,20575
88.21793150901794,-17.32614695684665,271,41450
89.82225465774536,-16.18289927296432,291,42385
89.8738214969635,-14.069244455842691,292,42389
529.0895125865936,-10.775579025928518,1988,239849
751.5280029773712,-10.775579025928518,3094,320105
