t,f,solution,step
3.389399766921997,-13.291150689791994,0,999
4.137959003448486,19.320486961989626,1,2254
4.961758136749268,27.7775137783771,2,3522
8.898367643356323,41.91565039969837,3,8522
75.66260719299316,42.18488258032673,4,71258
175.8331561088562,45.43825896662054,5,181551
564.2980849742889,45.587555878543874,6,601130
582.9653124809265,45.93852857541796,7,619800
778.6897416114807,47.6069665598818,8,812527
799.305202960968,54.75576852168555,9,834680
1286.9815180301666,55.507028652589085,10,1366373
1375.04638338089,55.507028652589085,12,1464669
