t,f,solution,step
3.9025611877441406,4.699249267578125,0,4801
7.842917442321777,5.360072612762451,1,9602
23.808093070983887,5.468982219696045,4,19209
65.38262891769409,6.532133102416992,11,36286
98.15210604667664,6.739729881286621,17,53138
707.6284103393555,8.403120040893555,136,341952
3285.7771048545837,8.683210372924805,436,1172510
3336.9207043647766,8.710203170776367,439,1182572
3510.4574365615845,8.744711875915527,454,1231507
3953.5826592445374,9.413981437683105,493,1360398
4076.412026643753,13.970132827758789,502,1392114
6776.336261987686,16.330387115478516,706,2069374
7201.215605020523,16.330387115478516,735,2172588
