t,f,solution,step
2.766749858856201,3.37074520631538,0,4
2.8338747024536133,19.84293608739889,1,29
2.936546802520752,46.66848814067048,3,66
3.3500847816467285,103.93386674575238,14,208
7.018845796585083,133.86472431549655,105,1263
9.50139856338501,186.55077318516388,167,2290
19.84451174736023,200.76931701506382,381,6530
74.47658061981201,207.45173559101895,1393,32739
92.25707340240479,247.81051705999056,1714,42591
110.88707852363586,259.3963009884128,1998,53954
123.76893281936646,278.6846353621624,2168,60949
131.00219655036926,313.26691871697506,2276,66291
141.96818923950195,313.81157311085815,2432,74217
150.93000388145447,330.3747295169629,2553,81224
156.9542751312256,511.6552369815466,2625,86386
172.38581442832947,719.3240922871058,2795,99222
242.80544328689575,753.0404429347125,3477,158804
245.73340821266174,935.2570942412497,3501,161824
350.93480014801025,1032.16796166739,4303,259850
354.5172688961029,1071.7772092892005,4331,263452
409.5979130268097,1080.7528057104876,4688,318618
608.6548321247101,1085.3770181763011,5791,523874
718.1567707061768,1090.4458252254562,6344,637848
785.3282012939453,1133.4744085662132,6654,711804
875.4455692768097,1133.4744085662132,7077,809265
