t,f,solution,step
4.098751544952393,-102.18437691717716,0,24
4.980576276779175,-101.65310047236908,3,495
5.080358028411865,-101.2810365827978,4,529
5.575349807739258,-30.74383067914853,5,767
6.476073265075684,-25.550424610604804,13,1130
16.859122276306152,-20.631117663695015,71,5905
85.93262147903442,-20.214739979389236,441,36489
150.97451996803284,-16.0182365548115,762,63016
154.69030714035034,-15.917319833131737,797,65043
271.0368916988373,-14.28215259635735,1209,94973
349.79400992393494,-12.114711993802006,1647,123873
753.6043469905853,-12.114711993802006,3604,221346
