t,f,solution,step
2.9560163021087646,64.75112539955384,0,102
5.918954849243164,186.23435331069405,73,1560
10.695916175842285,270.517982204741,178,3375
19.128154754638672,390.4913066393335,344,8178
20.352473258972168,931.4869390753056,355,9469
94.93084907531738,936.6671140643865,1014,77890
108.75231504440308,991.3201240261466,1100,90433
148.44056367874146,1019.6197100785563,1363,129893
441.91242122650146,1083.071626586039,3160,431512
1237.4395816326141,1093.7339777852533,5513,1365443
1250.612715959549,1093.7339777852533,5541,1382852
