t,f,solution,step
2.8254213333129883,5.099475905873514,0,5
2.872392416000366,7.798510059075134,1,12
3.071913719177246,99.22057275010943,6,108
3.1834237575531006,162.04163809999474,8,188
6.937324523925781,184.44346803569695,105,1281
13.025112390518188,197.82702704982648,260,4021
14.632176160812378,468.7512572439779,286,5184
34.001094579696655,974.5809760210897,623,14817
90.61517548561096,998.8703553220467,1645,47656
123.99969530105591,1028.0007703159347,2085,72359
170.4015212059021,1047.782869731222,2570,108405
346.10576152801514,1089.7216600789768,3645,288373
440.6523537635803,1223.0844296183388,4010,395006
875.2076892852783,1223.0844296183388,5055,898110
