t,f,solution,step
5.076517343521118,-2998.1090470136983,0,999
6.20996356010437,-2974.85982652544,1,1998
6.283251047134399,-72.50886867662129,2,2021
6.346571683883667,-50.53601752943293,3,2033
6.7683680057525635,-24.03959308668358,9,2218
8.494628429412842,-22.564928487707853,16,3460
11.988111972808838,-18.142378266864416,27,5888
218.021222114563,-13.30963218816019,683,129852
649.8438098430634,-13.040992846118126,2324,349084
671.2105267047882,-11.237808314866854,2495,358671
771.020959854126,-11.237808314866854,3001,395731
