t,f,solution,step
3.412781000137329,-866.4979531105811,0,999
4.0701470375061035,-823.9245036964859,1,1998
5.200771331787109,-525.9134672438981,3,3996
7.66764235496521,-516.7341187153373,7,7992
9.712158203125,-223.68412500037482,9,11149
14.97396206855774,-112.05654619506336,10,18868
43.762961864471436,690.1216644706974,11,57547
98.25238370895386,714.8724761388935,13,130483
477.31797552108765,753.8585017894842,15,633846
480.46715259552,761.9732659814885,16,638339
508.7219021320343,852.1937551203971,18,677984
528.4705963134766,952.2990106911141,20,704170
559.2203276157379,1087.9973533268642,24,747828
568.2865777015686,1121.3536246405702,25,760488
621.6544499397278,1451.3583406574414,27,838616
740.9274702072144,2026.5791528084537,34,1004557
1125.193870306015,2026.5791528084537,114,1586922
