t,f,solution,step
3.530992031097412,-25.42877903542398,0,999
4.153841733932495,1.5750410214121664,1,1998
4.853099584579468,17.552530006668913,2,2997
7.824848175048828,23.316619269307576,3,6214
11.052728414535522,38.79049746479283,4,9746
48.022526025772095,38.96147156975797,5,45157
53.204692363739014,40.665125191000875,6,49345
76.26727437973022,45.12894812987178,7,75524
949.355375289917,45.88530816160415,8,1035835
1135.403558731079,46.70377473578492,9,1263990
1241.091658115387,49.29911862570103,10,1373944
1329.6749424934387,49.970853535586855,11,1476754
1375.0644736289978,49.970853535586855,13,1529775
