t,f,solution,step
2.9896223545074463,-4.402923319883301,0,7
3.156834363937378,0.6099765871682894,3,34
3.506181240081787,1.4618086650516244,13,166
3.579209327697754,5.75900113380332,15,192
3.780686140060425,13.848071334799474,21,279
5.80370020866394,318.00331894780504,67,1334
19.827645778656006,495.6240725883553,351,8336
46.308833360672,507.55199465824967,575,27966
102.18355011940002,540.9725926133268,832,78659
118.7512857913971,549.5526443928921,887,93816
120.38139772415161,565.5729550898493,891,95730
128.81462407112122,1111.4988568908605,918,104095
1250.0503106117249,1111.4988568908605,5512,1228764
