t,f,solution,step
2.66081166267395,3.2202290614393374,0,4
2.800499677658081,153.78138843754866,2,115
4.55054235458374,167.67947393430816,59,792
20.70168137550354,184.93068543181747,403,6557
20.80861210823059,207.22138874894782,404,6665
73.73653984069824,216.54760272160738,1401,31818
123.78419756889343,244.79338254455902,2271,59047
139.5916714668274,331.19167611371773,2524,69512
175.90076637268066,430.60005099994066,3018,96795
203.15299129486084,531.9897441262153,3295,119099
233.1185019016266,1070.4826226060732,3584,146196
753.0798001289368,1114.2353323769598,5631,714162
875.5473947525024,1114.2353323769598,5900,857693
