t,f,solution,step
3.58427357673645,-829.8982626311016,0,999
4.217110633850098,-598.6638629285716,1,1998
7.128633260726929,-233.67940922079438,3,6639
10.7806875705719,491.84343914654124,4,11133
219.04768919944763,694.4134504638432,5,191268
304.1260738372803,1057.1963084255024,6,277925
428.35615730285645,1071.7853058275798,7,407657
433.5287094116211,1162.1446686747627,8,413983
439.30814027786255,1164.6594519438233,9,421712
447.3813853263855,1401.3068459162787,10,432038
461.2474317550659,1856.2685899149142,11,449175
689.5971586704254,1941.0719514530251,36,781963
1125.09548330307,1941.0719514530251,44,1394916
