t,f,solution,step
5.081305027008057,-266.2785454854689,0,78
5.209460258483887,-170.69467187975528,1,131
5.4192469120025635,-69.02530776607739,2,262
5.846196174621582,-40.44726264801754,4,456
5.913711309432983,-40.33883992203557,5,473
5.970353841781616,-27.4496924592296,6,480
8.051477432250977,-19.05895057660624,16,1607
9.792048692703247,-18.478798851154757,31,2362
10.833282947540283,-14.653714011296582,39,2709
198.54785680770874,-10.813257198219214,837,44171
751.7299268245697,-10.813257198219214,3656,146791
