t,f,solution,step
3.1307132244110107,3.3460041600852826,0,7
3.1908822059631348,5.526076307412519,1,28
3.686314344406128,35.58040975901578,3,131
4.344956398010254,43.24429228793694,8,291
4.545120477676392,79.09155435261648,9,376
8.713834047317505,84.48834591672556,32,1308
28.754322290420532,114.58011792006288,217,6927
30.244884967803955,165.63408920057705,241,7623
37.54093074798584,167.32687970719593,362,10669
46.66097116470337,168.02912194085087,497,14236
81.46113967895508,170.25444622228125,1035,29281
83.15071439743042,172.13049980890844,1063,30274
102.3485541343689,172.22155915229527,1300,41659
119.96888327598572,172.9643167099404,1474,51874
298.9130082130432,173.39013444779687,2855,185474
322.5769486427307,173.49116768492024,2969,203790
327.53542971611023,196.56506898542938,2990,208067
875.0350723266602,196.56506898542938,5766,651337
