t,f,solution,step
2.9763193130493164,3.5900999774432627,0,4
3.018178939819336,5.413715785066664,1,9
3.092867136001587,6.460175702166934,3,22
3.1925785541534424,8.100450874984919,6,38
3.380608320236206,63.80880490732242,10,103
3.769094705581665,73.82827180748951,22,239
6.20609712600708,127.14575786252075,94,969
14.986118793487549,236.37738909217782,292,4375
21.240060806274414,262.44834759150604,411,6607
25.485690116882324,297.0558373157737,499,8555
66.94475364685059,351.30414706913507,1301,27862
77.78538084030151,978.7878013944768,1495,35370
372.28048396110535,987.7679040171599,4901,271239
487.58323979377747,993.2847810332747,5807,382651
489.08688259124756,1016.9187245711026,5816,384622
507.39879631996155,1028.3844600788248,5951,404637
514.0212697982788,1031.5585204148445,5989,411533
575.301815032959,1048.3495779544596,6328,470691
875.0129017829895,1048.3495779544596,7618,792808
