t,f,solution,step
4.159594297409058,-60.44178850264085,0,16
4.253596067428589,-58.071488836134165,1,33
4.739077806472778,-47.45013507728589,4,224
5.468407154083252,-46.036883696030344,6,665
5.789018154144287,-39.26611460679671,11,784
6.474514961242676,-33.08392122057722,15,1156
6.682372093200684,-31.227243535535113,17,1243
8.402438402175903,-23.69150871098195,39,2010
17.37312626838684,-22.294150271137468,85,4895
24.59544849395752,-15.040925239862329,126,7337
90.65254497528076,-13.96085313173152,459,23405
165.87920761108398,-12.632576337119804,735,34946
183.12930631637573,-11.500282332642772,817,38496
540.0798647403717,-10.980771334953758,2721,108216
578.927191734314,-7.904754569461522,2984,115126
758.6662406921387,-7.904754569461522,4023,136536
