t,f,solution,step
3.4915432929992676,-29.826088974491512,0,999
4.114959239959717,-11.63859120510046,1,1998
4.81055474281311,6.584670295159502,2,3151
5.924224138259888,9.258931009947403,3,4878
6.872681617736816,20.42082355093814,4,6247
10.37644076347351,32.7187730936541,5,10638
15.45582103729248,35.276291036841315,6,15735
77.0035309791565,37.832919791843786,7,77224
106.34377527236938,41.16388884570366,8,106364
119.97886252403259,44.582946095928186,9,121556
475.04470038414,46.020829182022936,10,542178
587.1437337398529,47.17267850148682,11,661001
693.9687316417694,55.14545335709745,12,788794
1040.1939237117767,56.975838128673956,13,1205279
1147.7099878787994,228.82409829399234,14,1342709
1375.0625872612,228.82409829399234,16,1628380
