t,f,solution,step
2.7627434730529785,27.113290308822446,0,2
2.8577327728271484,27.15859747002989,3,6
2.9252536296844482,36.670192361439014,5,10
3.017838478088379,45.72350777799838,8,18
3.1207187175750732,45.916253113324174,11,27
3.168691873550415,54.96578454590226,12,32
3.3085367679595947,64.46846714714135,16,45
4.172582626342773,64.48273556417143,46,96
4.731049060821533,73.94255616189048,67,148
17.488149881362915,82.96421855476015,438,955
20.912035703659058,83.0949439522242,549,1233
29.233280420303345,83.1184708306808,789,1845
29.277172565460205,83.36211786713733,790,1853
30.04111409187317,101.89272598743875,801,1888
31.050395011901855,110.8929858278573,835,1993
32.46023368835449,138.80793229853413,889,2153
37.23623847961426,148.0314851528808,1005,2523
54.13250136375427,164.8029138600356,1480,4184
74.07056736946106,183.5678325578578,2041,6847
101.44124507904053,192.47170246735232,2753,10658
157.9278542995453,212.78799389404907,4218,19028
165.16566848754883,220.0210788035613,4434,20305
200.0198690891266,220.0210788035613,5376,25878
