t,f,solution,step
3.94541597366333,4.6466193199157715,0,4801
4.033343553543091,5.0,1,5077
14.152662754058838,5.057513236999512,6,17005
14.74950909614563,5.266856670379639,12,18660
19.56067419052124,6.1865620613098145,13,23461
29.98795437812805,6.401778697967529,15,28505
62.59297513961792,7.00897216796875,25,35508
129.99664950370789,10.23002815246582,71,51492
170.39026284217834,22.676876068115234,102,64930
1123.7206678390503,24.482189178466797,640,487992
1716.9109621047974,28.642854690551758,1055,795341
2089.5936567783356,30.719972610473633,1295,987208
3137.889754295349,31.69371795654297,1890,1534196
3141.778440475464,32.187808990478516,1892,1536231
3143.735114097595,32.355812072753906,1893,1537255
3227.4921438694,33.59644317626953,1940,1581627
3235.3687036037445,33.90285110473633,1944,1585744
4627.307527065277,33.9439582824707,2672,2309930
7201.087022781372,33.9439582824707,3967,3645097
