t,f,solution,step
3.066988706588745,3.3756846421251567,0,16
3.119591474533081,5.193538530442285,1,25
3.1681571006774902,7.1178034905226495,2,32
3.6643476486206055,17.187579511674258,18,161
4.11236047744751,61.83954178130538,32,319
5.065968990325928,180.58992965713634,57,741
5.88265061378479,218.23360825941995,80,1167
16.70051860809326,997.5466646818494,301,5095
64.61688923835754,999.7265071285062,1205,30266
97.21003437042236,1014.6687473400311,1772,52532
129.14830040931702,1025.80509480865,2147,74745
244.7071177959442,1027.3988115959173,3081,187686
252.44172978401184,1028.9823890946327,3132,193492
374.8269009590149,1029.2708418366074,3797,326487
428.8900725841522,1029.959585151075,3986,389357
500.55357789993286,1033.0401842018753,4272,469969
538.5513405799866,1084.0545088662893,4406,513819
653.672966003418,1088.6747445738395,4773,648452
743.8590664863586,1171.5127753057427,5045,755945
875.0083913803101,1171.5127753057427,5459,909567
