t,f,solution,step
3.551443099975586,-11.098503896522445,0,999
4.2010581493377686,13.529546284795535,1,1998
11.145124197006226,18.43982888206246,2,9723
14.398701429367065,33.13946760304592,3,12691
24.359358549118042,33.47017138949561,4,23613
39.21850562095642,38.163222904239205,5,37568
89.57249641418457,43.91845063192438,6,84599
185.46171188354492,44.239622014143215,7,182644
550.9074792861938,44.725246775284745,9,609225
552.2677648067474,46.68416741627672,10,611062
595.5520808696747,49.02415647721834,11,662593
718.749361038208,49.12530730556038,12,795255
745.4192249774933,143.59704809403422,13,826845
1375.0009343624115,143.59704809403422,15,1608459
