t,f,solution,step
18.144813537597656,4.941818714141846,0,4801
20.015305757522583,5.2338080406188965,1,5779
68.63395690917969,7.476797103881836,6,14440
242.33691453933716,8.067605018615723,55,67307
471.6642723083496,8.147809028625488,126,139625
913.1271622180939,8.15575122833252,256,273059
1793.1482107639313,8.179588317871094,417,446095
2212.5067245960236,8.188762664794922,466,500218
2370.506373643875,8.261480331420898,481,520531
3246.7364242076874,8.285178184509277,566,626384
3787.1446692943573,8.295808792114258,617,685640
3980.091118812561,8.308338165283203,633,709958
5156.219734668732,8.949557304382324,740,852536
5201.868712902069,8.997062683105469,744,858755
5226.736665487289,9.20548152923584,746,862261
7209.716896057129,9.20548152923584,895,1113168
