t,f,solution,step
1.1133811473846436,-1201.6770556242775,0,199
2.090325117111206,-1137.0022129491842,7,1592
3.3777036666870117,-1121.4230510601628,18,3781
5.868810415267944,-1042.567230786945,38,7761
6.377039909362793,-951.752313414651,42,8557
11.280872106552124,-931.1249358412483,83,16716
17.942020416259766,-905.2518258241104,131,26457
21.608844757080078,-830.1556288203842,161,32427
35.83779454231262,-794.4531009144146,260,55069
49.197200298309326,-725.4161437940948,341,74888
110.8763313293457,-635.4543454315268,686,169574
135.12780690193176,-614.0285884824921,741,206063
176.98705983161926,-541.1080863995418,838,269099
250.0806827545166,-541.1080863995418,941,382032
