t,f,solution,step
2.920088529586792,38.08480971594657,0,21
5.120520830154419,38.452594584625245,71,615
5.856175899505615,44.375278860579584,95,790
6.931124210357666,60.76617224697833,109,952
8.165769100189209,95.45674153023509,141,1412
11.374673843383789,99.76389452620064,222,2604
12.80574345588684,128.00913099135573,259,3338
13.167755842208862,158.7071197626412,266,3572
18.34943437576294,175.80288780305946,365,5575
22.879664182662964,542.5429119391833,452,8043
63.540995836257935,1021.699692432912,1184,30714
95.7591392993927,1025.4190057159694,1658,53649
123.35724401473999,1026.8085538438509,2011,73735
149.65934300422668,1027.132287455186,2227,96553
207.6097056865692,1028.007788573115,2592,155240
250.18339657783508,1031.0772854656384,2809,201335
315.9886474609375,1031.5935670806032,3091,272248
457.9972069263458,1033.613358680119,3577,428840
683.0420739650726,1036.0352375633806,4157,691152
714.5472371578217,1036.810269319414,4226,727425
875.1343569755554,1036.810269319414,4587,918162
