t,f,solution,step
1.0164852142333984,-1187.7437474790001,0,199
1.4721412658691406,-1061.198057458011,1,726
3.9460294246673584,-954.381773798842,10,4598
4.171109437942505,-952.2229274691213,11,4948
4.532250881195068,-929.6069202463249,13,5496
5.420814037322998,-840.459605388948,16,6772
19.87648057937622,-735.5776312722392,24,26543
41.15966773033142,-695.954838759267,31,55839
44.354530572891235,-607.820458768587,32,59418
88.33864378929138,-512.1655771983609,36,111387
162.36610388755798,-509.3747913750344,41,198587
250.03238558769226,-509.3747913750344,43,273229
