t,f,solution,step
3.7679343223571777,-741.2804010515214,0,999
4.3894641399383545,-476.38433063410315,1,1998
19.019450902938843,-354.08332174253394,2,15334
22.983989715576172,-25.084236187475643,3,19759
71.19457125663757,77.77444641631122,4,60422
123.07450032234192,960.4376579817022,5,101550
281.29483580589294,1251.1930096266651,6,255768
336.44644713401794,1300.977305284453,7,310841
425.2000548839569,1406.978972924661,9,406149
479.92438554763794,1569.3711050146237,11,463871
481.95792174339294,1861.9710908036725,12,466781
504.04727268218994,1865.1042821191315,13,490386
564.9989221096039,2019.9034565376696,14,558036
756.9881155490875,2024.358107237364,15,793851
1125.109682559967,2024.358107237364,18,1247661
