t,f,solution,step
5.094264030456543,-3001.3889489491635,0,999
5.232616424560547,-234.98200837610113,1,1070
5.752077341079712,-34.68320808956633,4,1420
10.638501644134521,-21.18795801043287,21,4998
87.90214991569519,-20.350762825317908,264,49609
129.3067479133606,-20.165730958869204,403,76529
137.7738049030304,-18.900952010058518,428,83085
202.14914917945862,-17.51304530815715,670,118729
269.49308013916016,-13.110368566577694,845,158644
378.6181492805481,-11.820860662891784,1184,210417
750.6327784061432,-11.820860662891784,2854,406653
