t,f,solution,step
1.0228803157806396,-1633.840745338233,0,199
1.1386134624481201,-1321.903977562428,1,398
2.900961399078369,-1205.717903329566,14,2985
3.861849308013916,-948.3678720709759,22,4577
12.05863094329834,-722.9574883942288,88,17711
13.095776319503784,-706.9027427774079,97,19502
31.744197607040405,-651.956256293311,247,49352
83.37249755859375,-643.8962595583541,648,129151
86.1683099269867,-517.8563917307096,670,133529
179.77670979499817,-4.870206807471824,1392,277207
250.0872654914856,-4.870206807471824,1944,386856
