t,f,solution,step
1.0285773277282715,-1193.4942165179516,0,199
2.1902174949645996,-1057.0145726984033,9,1990
2.5402262210845947,-950.2487408511497,12,2587
4.299476385116577,-860.1930056637617,26,5373
6.562612295150757,-835.1924182278239,45,9351
23.633244037628174,-746.772589314324,169,36803
129.05595302581787,-717.6133728211216,793,200941
190.31666684150696,-717.4989789732992,1126,294264
210.87021017074585,-2.610135150460814,1244,327461
250.05611395835876,-2.610135150460814,1246,377459
