t,f,solution,step
2.946671485900879,4.138388648270815,0,5
3.050839900970459,7.975217803956779,3,24
3.110605001449585,39.51142478684655,4,47
5.694597244262695,67.17538831783725,25,652
10.462066173553467,93.73891890971504,58,1741
14.39714241027832,102.82193044638491,88,2596
18.5048611164093,112.72671740694521,117,3904
22.946298599243164,145.30263334416298,167,5527
48.25147891044617,167.78245560086674,518,15417
82.40456819534302,169.7983287848422,1027,30237
91.71955680847168,170.4000111327059,1146,34735
95.33751201629639,170.86552909873006,1204,37153
98.7752890586853,171.22017349320447,1244,39196
116.14257884025574,171.2818027414834,1434,49436
117.84007835388184,174.06762175007904,1455,50411
157.89328122138977,176.127422718904,1788,78963
352.1213228702545,176.6947648662769,3226,217941
457.0104489326477,177.03185308469023,4273,295319
474.86804604530334,177.14349223794105,4446,308609
482.1139404773712,177.29656224860932,4499,313846
559.1932754516602,178.94837707183945,5213,372361
810.2512028217316,180.08662566277732,7155,563660
820.0091710090637,190.18286125462325,7186,571447
842.3925893306732,192.01079799193448,7238,588788
875.3664770126343,192.01079799193448,7333,611900
