t,f,solution,step
2.783669948577881,18.289740373951037,0,1
2.822617530822754,27.157616786263162,1,3
2.862443685531616,45.89194703536256,2,7
3.106142997741699,55.122614765394886,10,23
3.2890303134918213,55.21856921876088,16,38
3.587836503982544,64.72422400733679,27,59
6.325237274169922,92.40642247045528,111,243
14.175104856491089,101.67769473100714,338,755
28.671891450881958,129.2316112481848,783,1855
56.50622034072876,166.12445346297778,1512,4695
59.67794871330261,203.15302629578977,1610,5157
108.90592074394226,221.61653706056345,2956,12294
200.00610637664795,221.61653706056345,5375,27026
