t,f,solution,step
3.6172661781311035,-523.7330058656412,0,999
4.4693145751953125,-296.1511688004772,1,2362
15.186514377593994,241.22373236691857,2,18154
97.12608528137207,267.430051430236,4,134201
148.21894073486328,413.2620175611279,5,204382
407.2781765460968,713.7089939643689,7,557689
493.8589882850647,738.2217637680255,11,680124
557.1357634067535,958.6413918803049,17,770258
659.8482608795166,1071.9426439064584,31,921894
669.3517355918884,1348.3903275138725,32,936438
750.96874833107,1359.5134051849755,36,1052960
794.3797256946564,1514.3167034093703,43,1117604
805.7447383403778,1605.1341577840524,44,1134433
842.4789748191833,1634.3458786615574,47,1189711
894.0766952037811,1665.463823485746,54,1265368
930.5185627937317,1721.6635114673618,61,1320021
966.9875838756561,1756.417123603465,65,1368860
974.6151196956635,1765.5585608074987,68,1380657
991.825421333313,1832.1855031589098,75,1408395
1001.1247947216034,1899.2183584771153,81,1423350
1022.1406195163727,1903.410041280166,90,1456574
1060.6979932785034,1910.7296675602606,111,1519384
1082.375389099121,1930.0485512113232,122,1551368
1123.8150429725647,1932.8227861235207,146,1619054
1125.2661838531494,1932.8227861235207,149,1621126
