t,f,solution,step
2.975619077682495,-8.482619529715826,0,7
3.028047561645508,-7.225655235586361,1,23
3.064417839050293,-1.8274145110390039,2,27
3.1875147819519043,-0.25624705531203795,6,56
3.4274115562438965,0.9802764657362497,14,131
3.676239252090454,9.823182500153033,21,242
3.8308751583099365,14.296644891730692,24,361
4.428783416748047,19.53000713622655,41,622
7.792295217514038,187.76885048864628,110,1854
13.092251539230347,996.2343175025908,209,4893
61.8787317276001,1024.8629998825672,785,46491
81.79703521728516,1046.9300047460579,914,65309
204.05003333091736,1073.6842068364513,1658,187891
277.8042483329773,1075.3254676951374,2056,263795
282.6881170272827,1188.8729380664677,2076,269014
1250.538450717926,1188.8729380664677,4999,1439827
