t,f,solution,step
3.7024447917938232,-28.125917205484235,0,999
4.65592360496521,24.504131555843315,1,2396
8.55996584892273,34.94826185250694,2,8149
62.505279302597046,146.08541360394278,3,80096
571.6490926742554,195.67903846839775,4,767189
721.8147115707397,206.72344520998905,19,976485
725.46266913414,223.78095162316743,20,982260
795.5133230686188,240.48240775498823,25,1083865
799.0897994041443,241.06609510132677,26,1089225
856.8422756195068,253.8263951861839,31,1173277
862.3792638778687,254.6152841109287,32,1181377
892.503395318985,264.18778735692865,40,1226811
903.933807849884,271.86766911451036,44,1244585
913.7508409023285,289.5416567999635,46,1258759
946.9246530532837,322.54181371216185,51,1307810
1375.0109913349152,322.54181371216185,128,1952931
