t,f,solution,step
3.6882762908935547,-90.48934871167893,0,25
4.340601682662964,-69.69150483109078,7,456
4.405155658721924,-66.70452106883336,8,475
4.467537879943848,-29.648298980832585,9,485
5.640177965164185,-25.85287247325673,20,990
37.776426792144775,-21.827048290412442,165,19806
42.97062277793884,-21.61849208785388,184,21426
57.380613803863525,-21.604090412607064,250,30967
62.905285120010376,-16.258420891968157,269,33131
70.37703037261963,-14.017410234693411,310,38237
552.813104391098,-13.751291829401406,2489,236362
750.0083913803101,-13.751291829401406,3631,296716
