t,f,solution,step
1.0856454372406006,-1430.347798637702,0,199
1.2458686828613281,-1318.198490601189,1,436
1.5073037147521973,-1222.4015765097306,2,635
2.0342533588409424,-1147.9611835626397,3,1275
2.842963457107544,-1063.2339281803222,5,2452
2.9868342876434326,-978.5432517106927,6,2675
3.5608725547790527,-947.7730172695648,7,3340
5.907357931137085,-834.6368780492065,8,5814
6.549384355545044,-725.4542658166444,9,6128
7.100257635116577,-586.1561644399717,10,6567
33.324918031692505,-3.0207825665034442,11,16419
46.36124658584595,-0.9355901581145191,12,20626
250.0241003036499,-0.9355901581145191,14,89200
