t,f,solution,step
6.117955923080444,5.123084545135498,0,4801
44.44864201545715,5.924705982208252,3,14408
142.18903040885925,5.998099327087402,18,50464
173.84478425979614,6.267699718475342,20,57668
183.1332368850708,8.094461441040039,21,62469
205.06881546974182,8.099910736083984,22,65111
467.01967549324036,8.277260780334473,68,176163
599.2167556285858,10.695599555969238,89,229966
645.2122085094452,20.477663040161133,91,237170
837.6060991287231,22.769643783569336,103,271212
1018.0912373065948,24.7125186920166,130,343101
1295.6860330104828,24.713960647583008,148,397522
4494.9589903354645,24.721899032592773,337,1063234
5854.621670246124,24.79496192932129,400,1346525
6828.191467523575,24.91579246520996,467,1650248
7201.568076133728,24.91579246520996,491,1760671
