t,f,solution,step
3.488677740097046,-15.934506974057575,0,999
5.530024290084839,19.511444585355083,3,3996
8.206262588500977,37.25542208536315,7,7992
15.711392879486084,38.43252520955836,20,20979
29.231287956237793,42.70231811638114,42,42957
57.206139087677,46.88928295079368,86,86913
111.50327229499817,51.28711472912975,174,174825
361.110791683197,57.31544156973828,573,573426
376.61110854148865,73.98902654699059,598,598401
666.4874174594879,74.01554938083093,1064,1063935
1156.7818052768707,79.71811550091327,1845,1844154
1168.8685085773468,130.95135843183158,1865,1864134
1375.4840099811554,130.95135843183158,2197,2194803
