t,f,solution,step
3.6017956733703613,-185.3808255779415,0,61
3.662355899810791,-32.4963231550601,1,73
7.124768972396851,-31.71663430443517,20,1463
8.278063774108887,-27.19812771698824,33,1961
8.859276294708252,-22.36192324417612,36,2257
17.718726634979248,-20.204197719838323,83,4955
127.29140901565552,-16.44537654760831,663,34602
169.34689593315125,-13.076752645863163,696,36433
361.27239894866943,-11.956706145097337,1745,74716
642.9143793582916,-9.964272919142084,3401,119276
756.476913690567,-9.964272919142084,4100,134350
