t,f,solution,step
1.0551011562347412,-1734.4322328847668,0,199
1.1891651153564453,-1597.464318746447,1,398
1.4585721492767334,-1577.4581892111912,2,597
1.5946338176727295,-1271.1579534134348,3,796
1.9511609077453613,-963.6661846771378,6,1393
4.958640813827515,-955.2770601180268,31,6368
7.809164762496948,-922.4507991635065,53,10746
13.032825231552124,-907.0653693080914,96,19303
14.880753755569458,-623.9209772511391,108,21691
127.71983909606934,-127.48301572076946,989,197010
250.11272287368774,-127.48301572076946,1937,385463
