t,f,solution,step
17.159965753555298,8.296065330505371,0,4801
110.86880850791931,12.364583015441895,22,31231
205.9315128326416,13.20771312713623,51,64306
469.98617148399353,15.314305305480957,105,141163
536.7459239959717,24.175395965576172,114,157037
2284.0667803287506,24.217863082885742,334,557563
2867.2975606918335,24.220922470092773,392,704479
3772.772141933441,24.223703384399414,449,912550
4404.831726312637,24.265729904174805,497,1078505
4591.058295726776,24.27969741821289,513,1144959
4750.9166033267975,24.302642822265625,529,1221216
4790.68760228157,24.419872283935547,534,1241383
5650.902494907379,24.424957275390625,614,1567494
6661.139708518982,24.557950973510742,729,2090454
7205.203791379929,24.557950973510742,799,2370624
