t,f,solution,step
3.506760597229004,-457.5105240555829,0,999
6.5033111572265625,-453.9846665850885,1,5463
8.905929803848267,-265.3615050393023,4,9620
30.562543630599976,-118.50618188599408,5,43671
35.03068256378174,468.1417366884683,6,49749
204.3712990283966,618.9120853036925,7,274342
340.686546087265,729.2683956769878,9,464438
380.94641184806824,848.996418745372,11,516621
436.4756565093994,906.8297751542015,12,592523
446.97809410095215,1133.9764148228655,13,607482
507.0439910888672,1148.9222192568761,21,693146
547.3766810894012,1241.1738960040022,25,751668
564.465069770813,1430.047958952266,29,774259
593.4193339347839,1556.068083940017,32,815563
597.8220348358154,1633.4561220190094,35,821985
1125.3352148532867,1633.4561220190094,284,1644949
