t,f,solution,step
0.9919266700744629,-1377.0999485319448,0,199
1.1291241645812988,-1377.0960929648083,1,398
1.4058797359466553,-1351.987141847911,2,597
1.5216302871704102,-1051.6075609290212,3,796
7.2119739055633545,-954.4903750464862,49,9950
15.223992824554443,-837.5274287869623,110,22089
24.819243907928467,-828.5391723441501,177,37763
37.16669797897339,-826.6408032111294,267,58600
47.087955713272095,-718.7013836659859,329,73322
65.6200065612793,-691.8640589684204,436,103054
67.67779731750488,-508.8459326847736,444,106288
250.07088160514832,-508.8459326847736,619,379030
