t,f,solution,step
3.297309160232544,9.91884522062372,0,999
4.426141738891602,15.261707080752144,1,2833
10.307365417480469,21.11456805011051,2,11475
11.838830471038818,30.421051532038607,3,13570
14.636885166168213,32.17369565831331,4,17928
40.18361306190491,36.709528904616676,5,51873
67.30193567276001,42.95355350674754,6,87875
118.11661911010742,113.39769921553611,7,158458
337.9501724243164,156.4902166768255,8,453512
606.9386746883392,204.80730089428567,9,823501
852.048012971878,237.48063055941134,10,1168378
946.080807685852,311.94932080312907,15,1301929
1088.7218389511108,317.2631294884072,28,1508460
1144.68683552742,332.6644924352265,33,1593849
1352.4555869102478,339.1580442777868,66,1908729
1375.009800195694,339.1580442777868,71,1943050
