t,f,solution,step
1.0010700225830078,-1380.6767111369402,0,199
1.5184178352355957,-1378.8824284620657,2,676
1.6472604274749756,-1245.0465509186206,3,875
2.7126266956329346,-1099.915743057836,5,1981
4.111318588256836,-842.4022120661114,6,3262
5.395453453063965,-713.7809178770599,7,4406
35.95649194717407,-694.1110488210832,8,26080
48.18642258644104,-2.1690307202487937,9,30681
80.85628128051758,-0.4540172718388304,10,40994
155.47550916671753,-0.38150052716673566,11,64639
250.0143117904663,-0.38150052716673566,13,93720
