t,f,solution,step
17.16126322746277,3.2524898052215576,0,4801
17.188605070114136,4.9633660316467285,1,4805
26.667425394058228,6.1427178382873535,3,9616
63.73372459411621,6.67471981048584,729,20077
68.19731640815735,6.684292793273926,802,21312
79.0432481765747,6.697929859161377,910,23226
80.41404485702515,6.743544578552246,916,23411
96.4893627166748,6.753904342651367,1028,25535
118.79359459877014,6.754883766174316,1134,28168
187.01350378990173,7.722719669342041,1205,36352
4966.783950328827,7.86119270324707,2340,622811
7200.134060144424,7.86119270324707,3086,897793
