t,f,solution,step
4.125152111053467,-27.095400663401854,0,8
6.768606185913086,-22.634470213649802,7,2151
15.930781602859497,-21.153416988607724,50,8164
34.082823753356934,-20.92194011251972,108,20884
76.92678332328796,-18.144712751036614,225,48709
112.93067526817322,-18.047417529180223,383,72711
282.00095319747925,-16.881103938185163,973,170106
329.30224657058716,-13.323335929589305,1024,183575
542.2955296039581,-11.77764493324974,1910,311452
545.9366807937622,-11.031970952267427,1927,314318
750.0406169891357,-11.031970952267427,2928,396896
