t,f,solution,step
2.7207047939300537,46.01438690132846,0,4
2.795166015625,46.05137154374061,2,9
2.914757490158081,55.32143412910615,6,18
3.012164831161499,120.1736643418595,9,32
4.3584136962890625,137.7995758997041,58,159
15.06929874420166,147.21964900227414,367,926
75.77073884010315,174.05024566872277,2074,7398
98.80567717552185,175.88170665585534,2692,10811
115.79983901977539,202.50165322213925,3104,13151
174.36443090438843,202.78385692773162,4752,22692
200.00841879844666,202.78385692773162,5430,26718
